 , , ,BKV,,No.,CAPE Name,BKV,Name1,Name2,Comment,,,
NA,,,,,4530,CHCGOPRTST3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,2506,Z4942 12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2690,CHCGOPRTST2,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,3033,TOWER12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,3034,TOWER12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5097,TSS146T78TER,12.5,AK,,No mapping in PSSE,Check manually,,
NA,,,,,5129,TSS146T77TER,12.5,AK,,No mapping in PSSE,Check manually,,
NA,,,,,50058,DC 12kV Bus,12.5,AK,,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2494,HGWSCH12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2831,HGWSCHT75LS,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2832,HGWSCHT76LS,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5049,WATRMNT1 Ter,12.5,AK,,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2222,HRVRD12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4155,CHARLS71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4154,CHARLS74,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,2525,CHARLS12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2524,CHARLS12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5172,ALPINE76,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2528,HARRSN12B2,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2526,HARRSN12B1,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4021,GLDDNT71,12.5,AK,VG,Fictitious internal node of transfomer,Check manually,,
NA,,,,,2364,GLDDEN12,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,2365,GLDDEN12,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,4432,GLDDNT72,12.5,AK,VG,Fictitious internal node of transfomer,Check manually,,
NA,,,,,5048,GLDDNT76 Ter,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,5050,GLDDNT77 Ter,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2322,THOMAS12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2323,THOMAS12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2452,THOMAS12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,4368,THOMAS71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4752,THOMAS73,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5219,STLMNV78 Ter,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,5247,STLMNV77 Ter,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2362,WDEKLB12,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,2363,WDEKLB12,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,9044,T2LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9045,T1LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9048,T3LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9049,T6LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9050,T4LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9051,T7LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9052,T8LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,9053,T5LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
273362,BURR RIDG,13,13.2,=,2378,BURRRG12,12.5,KCD,HS,,Y,,
273363,BURR RIDG,46,13.2,=,2377,BURRRG12,12.5,KCD,HS,,Y,,
,,,,,,,,,,,,,
NA,,,,,4385,BLCKHW71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4519,BLCKHW73,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,2530,BLCKHW12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2531,BLCKHW12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2759,SUGR GRV,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3521,TR77 DLT12,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,3302,T72_LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,3316,T73_LS,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2891,BigSky T1Ter,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2892,BigSky T2Ter,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4089,CLBSPK67,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,2469,CLBSPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2470,CLBSPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2476,CLBSPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2480,CLBSPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2507,CLBSPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2512,CLBSPK 12B14,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2527,CLBSPK 12B23,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4098,HWTHRN61,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4097,HWTHRN52,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4099,HWTHRN63,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,6019,HWTHRNNR,12.5,RC,TK,"Neutral Reactor to HWTHRN52, HWTHRN61 and HWTHRN63",Check manually,,
NA,,,,,2483,HWTHRN12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,6063,BERWYNNR,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2481,BERWYN12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,4501,BERWYN61,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4502,BERWYN63,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
,,,,,,,,,,,,,
NA,,,,,6020,CICERONR,12.5,RC,TK,"Neutral Reactor to CICERO59, CICERO61 and CICERO63",Check manually,,
NA,,,,,80000,GE Hotpt 12B,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2484,CICERO12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,4100,CICERO63,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4101,CICERO59,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4102,CICERO61,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
,,,,,,,,,,,,,
NA,,,,,6022,FRSTPKNR,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2482,FRSTPK12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,4094,FRSTPKT1,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4095,FRSTPKT3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4096,FRSTPK57,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
,,,,,,,,,,,,,
NA,,,,,1220,TR70 TERT,12.6,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,1221,TR75TERT,12.6,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2455,JEFFR12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2456,JEFFR12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,4195,JEFFRT71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4196,JEFFRT72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4197,JEFFRT74,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4524,JEFFRT73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,6038,JEFFRNR,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2708,DEARBN12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2709,DEARBN12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4712,PLYMCTT1,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4713,PLYMCTT2,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4714,PLYMCTT3,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4715,PLYMCTT4,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,6083,PLYMCTNR,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2706,PLYMCT12,12.5,RC,TK,No mapping in PSSE,Check manually,,
NA,,,,,2707,PLYMCT12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2488,ROSLND12,12.5,RC,TK,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,349,WSPR T73,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,350,WSPR T72,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,4241,WILLSPRG,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4242,WILLSPRG,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2517,SABRK12 T76,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2518,SABRK12 T79,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2519,SABRKE12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,4146,SABRKT73,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
NA,,,,,4147,SABRKT71,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
NA,,,,,6031,SABRKENR,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2513,PERPNT12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2514,PERPNT12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2515,PERPNT12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,4208,PERPNT73,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4209,PERPNT71,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
273316,ROSCOE BE,13,13.2,=,2508,ROSCOE12B123,12.5,KCD,HS,,Y,,
273317,ROSCOE BE,4,13.2,=,2509,ROSCOE 12B4,12.5,KCD,HS,,Y,,
NA,,,,,5160,ROSCOE77 Ter,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2905,Leedkalb 12B,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2529,15THST12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4032,ELCMTV72,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
NA,,,,,4033,ELCMTV71,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
NA,,,,,2385,ELCMTV12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
273248,ESS D775,,13.2,=,2637,MCCOOK12,12.5,KCD,HS,,Y,,
NA,,,,,4564,MCCKMSDT,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
NA,,,,,4565,MCCKMSDT,12.5,KCD,HS,"Fictitious transformer, fixed",Check manually,,
,,,,,,,,,,,,,
273238,LAGRANGE,13,13.2,=,2375,LAGRPK12,12.5,KCD,HS,,Y,,
273239,LAGRANGE,46,13.2,=,2376,LAGRPK12,12.5,KCD,HS,,Y,,
,,,,,,,,,,,,,
NA,,,,,4479,NAURAT74,12.5,AK,VG,"Fictitious internal node of transfomer,fixed",Check manually,,
NA,,,,,4480,NAURAT72,12.5,AK,VG,"Fictitious internal node of transfomer,fixed",Check manually,,
NA,,,,,4357,NAURAT71,12.5,AK,VG,"Fictitious internal node of transfomer,fixed",Check manually,,
NA,,,,,4358,NAURAT73,12.5,AK,VG,"Fictitious internal node of transfomer,fixed",Check manually,,
NA,,,,,8051,NA56T77TER,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,5080,NA56T76TER,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,8055,NA56T79TER,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,5081,NA56T78TER,12.5,AK,VG,No mapping in PSSE,Check manually,,
273264,N AURORA,46,13.2,=,2575,NAURA 12,12.5,AK,VG,"Mapped the psse bus (previously mapped to fictitious node), to this new cape bus",Y,,
273265,N AURORA,13,13.2,=,2574,NAURA 12,12.5,AK,VG,"Mapped the psse bus (previously mapped to fictitious node), to this new cape bus",Y,,
NA,,,,,6057,NAURANR,12.5,AK,VG,"Neutral reactor to NAURAT71,NAURAT72 and NAURAT73",Check manually,,
NA,,,,,50300,12B DCW19,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,50301,12kV std Dum,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3618,W513 12B2,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3617,W513 12B3,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3616,W567 12B3,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3619,W513 12B1,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,3621,W568 12B1,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,50219,Sub6 12B1,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,50220,Sub6 12B2,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,6125,W529 Tr2 12B,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,6124,W529 Tr1 12B,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2730,HARLEM 12B1,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2731,HARLEM 12B2,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2567,Argle12 12B1,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2863,Argle 12B2&3,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2734,BLVDR12,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,2738,BELVIDER,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,5051,BLVDRT76 TER,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,5052,BLVDRT79 TER,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
273368,ESS B465,,13.2,=,2361,CHRYSL12,12.5,KCD,HS,No mapping in PSSE,Y,,
,,,,,,,,,,,,,
NA,,,,,2844,S PCTNCA 12B,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,6187,GFX 12B2,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,6188,GFX 12B1,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5044,MARYLN76 Ter,12.5,KCD,HS,No mapping in PSSE,Check manually,,
NA,,,,,5349,MRYLDT77 Ter,12.5,KCD,HS,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,9024,GSG6 12.5Ter,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5047,MENDOT78TER,12.5,AK,VG,No mapping in PSSE,Check manually,,
NA,,,,,7040,Bus 7040,12.5,AK,VG,No mapping in PSSE,Check manually,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
273266,NATOMA,16,12.5,=,2381,NATOMA12,12.5,RC,TK,,Y,,
,,,,,,,,,,,,,
NA,,,,,2413,NORRDG12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2414,NORRDG12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,4067,NORRDG71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4068,NORRDG73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4387,NORRDG72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,6007,NORRDGNR,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2723,HANSPK12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2724,HANSPK12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2720,PRTG112,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2721,PRTG112,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2722,PRTG212,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
,,,,,,,,,,,,,
NA,,,,,7784,TR_71_72LS,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,7785,TR_73_74LS,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2250,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2251,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2443,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2444,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2445,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2446,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2447,NTHWST12,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2471,T70LS1,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,2475,T70LS2,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,4466,NTHWST75,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4467,NTHWST76,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4468,NTHWST77,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4469,NTHWST78,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4470,NTHWST79,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4532,T75_2MP,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,4542,T70MP,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4792,NTHWST74,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4793,NTHWST73,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4794,NTHWST72,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,4795,NTHWST71,12.5,RC,TK,Fictitious internal node of transformer(Type=XF),Check manually,,
NA,,,,,6035,NTHWSTNR,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
NA,,,,,6097,NTHWSTNR,12.5,RC,TK,no corresponding PSSE bus present,Check manually,,
,,,,,,,,,,,,,
274856,ECOGROVE,U1,12,=,2928,ECOGRV 12B,12.5,KCD,HS,,Y,,
,,,,,,,,,,,,,
NA,,,,,2359,ELEROY12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2360,ELEROY12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,4380,ELEROY71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4499,ELEROY73,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5038,LENA T78 Ter,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2732,FREPRT12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2733,FREPRT12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,4544,FREPRT71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4802,FREEPORT,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,5043,FREPRT77 Ter,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,4726,PCTNCA71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,2737,PCTNCA12,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
273154,FORDAM,R,12.5,=,2516,FORDAM12,12.5,KCD,HS,,Y,,
,,,,,,,,,,,,,
NA,,,,,3801,WEBER RD12B1,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3802,WEBER RD12B2,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3803,WEBER RD12B3,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
274741,AURORA EC,5P,13.8,=,7223,U5TR5LS 13B,13.8,AK,VG,,Y,,
274742,AURORA EC,6P,13.8,=,7224,U6TR6LS 13B,13.8,AK,VG,,Y,,
274743,AURORA EC,7P,13.8,=,7225,U7TR7LS 13B,13.8,AK,VG,,Y,,
274744,AURORA EC,8P,13.8,=,7226,U8TR8LS 13B,13.8,AK,VG,,Y,,
274745,AURORA EC,9P,13.8,=,7227,U9TR9LS 13B,13.8,AK,VG,,Y,,
274746,AURORA EC,0P,13.8,=,7228,U10T10LS 13B,13.8,AK,VG,,Y,,
,,,,,,,,,,,,,
NA,,,,,2319,HLLCRS12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2320,HLLCRS12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,4365,HLLCRS71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4366,HLLCRS72,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4537,HLLCRS73,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
273296,PLAINFIEL,13,13.2,=,2343,PLNFLD12B1&3,12.5,KCD,HS,,Y,,
273296,PLAINFIEL,13,13.2,=,50200,line end,12.5,KCD,HS,,Y,,
273297,PLAINFIEL,46,13.2,=,347,PLNFLD12B4&5,12.5,KCD,HS,,Y,,
,,,,,,,,,,,,,
NA,,,,,2341,ROCKDL12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2342,ROCKDL12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,4350,ROCKDL71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4351,ROCKDL72,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2340,JOLIET12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2645,JOLIET12,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,1048,JOLIET S 12B,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,1050,JOLIET S 12B,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2350,BRIGGS12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,2351,BRIGGS12,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,4370,BRIGGS71,12.5,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,4531,BRIGGS72,12.5,KCD,HS,Fictitious transformer,Check manually,,
,,,,,,,,,,,,,
NA,,,,,3510,NEWLENOX12B8,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3516,NEWLENOX12B2,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3524,NEWLENOX12B4,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,3444,SHRWD 12B1&8,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3447,SHRWD 12B2&3,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3515,SHRWD 12B4&5,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,3525,SHRWD 12B6&7,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,3049,Batvia #1Ter,12.5,AK,,no mapping in psse,Check manually,,
NA,,,,,3048,Batvia #2Ter,12.5,AK,,no mapping in psse,Check manually,,
NA,,,,,3047,Batvia #1Ter,12.5,AK,,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5013,AIRGAS 12B1,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,5014,AIRGAS 12B2,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,54011,Dummy 12kVB,12.5,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,54012,Dummy 12kVB,12.5,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5039,MOBILT76 TER,14.4,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,5040,MOBILT79 TER,14.4,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,5021,MOBILT77 TER,14.4,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,5023,MOBILT78 TER,14.4,KCD,HS,no mapping in psse,Check manually,,
NA,,,,,5024,MOBILGEN,13.8,KCD,HS,Fictitious transformer,Check manually,,
NA,,,,,2908,MOBILGEN,13.8,KCD,HS,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,5045,DIXONT76 Ter,12.5,AK,VG,no mapping in psse,Check manually,,
NA,,,,,5046,DIXONT77 Ter,12.5,AK,VG,no mapping in psse,Check manually,,
,,,,,,,,,,,,,
NA,,,,,2010,MADISON,12.5,RC,TK,no mapping in psse,Check manually,,
NA,,,,,2011,MADISON,12.5,RC,TK,no mapping in psse,Check manually,,
